#
#   File Created by py.Aroma 3
#   Author: Zhe Wang (Ph.D.)
#   https://wongzit.github.com/program/pyaroma/
#

XY,-5.64,-5.44,-5.24,-5.04,-4.84,-4.64,-4.44,-4.24,-4.04,-3.84,-3.64,-3.44,-3.24,-3.04,-2.84,-2.64,-2.44,-2.24,-2.04,-1.84,-1.64,-1.44,-1.24,-1.04,-0.84,-0.64,-0.44,-0.24,-0.04,0.16,0.36,0.56,0.76,0.96,1.16,1.36,1.56,1.76,1.96,2.16,2.36,2.56,2.76,2.96,3.16,3.36,3.56,3.76,3.96,4.16,4.36,4.56,4.76,4.96,5.16,5.36,5.56,
0.79,-0.2334,-0.2581,-0.2708,-0.2621,-0.2192,-0.1275,0.0262,0.2453,0.5117,0.7756,0.9587,0.981,0.8117,0.5337,0.4283,1.0855,3.4077,8.0502,13.754,15.0283,2.692,-26.9439,-63.604,-93.5478,-111.5392,-118.1605,-114.4769,-101.0589,-80.0766,-57.8074,-50.231,-55.9909,-22.8251,-32.5763,-6.7677,-1.3375,-5.4599,-22.2514,-29.8156,-14.6266,-4.9519,12.4696,10.7038,5.3227,2.1076,1.9045,3.2063,4.4966,5.1225,5.0072,4.39,3.6353,2.9969,2.5367,2.2129,1.9726,1.7821,
0.99,-0.1732,-0.1929,-0.2045,-0.2026,-0.1796,-0.1279,-0.0413,0.0796,0.2222,0.3583,0.4478,0.4572,0.3925,0.3499,0.6027,1.7147,4.5055,9.4183,14.9266,15.2965,1.3049,-28.8759,-62.8377,-88.9408,-104.8815,-111.5085,-108.1664,-93.2588,-67.8369,-38.2139,-18.5275,-19.8582,-19.1599,-1.8944,15.1998,19.0271,15.8987,2.9485,-5.7807,7.0864,15.9596,20.0999,12.1127,4.5051,0.526,-0.2013,0.711,1.9223,2.8042,3.1928,3.1695,2.9228,2.6175,2.3353,2.0956,1.8943,1.7229,
1.19,-0.119,-0.1341,-0.1443,-0.1462,-0.1359,-0.1095,-0.0641,0.0,0.0771,0.1556,0.2234,0.2818,0.3749,0.646,1.4405,3.4087,7.3287,13.2159,18.6198,16.1261,-3.7166,-35.0776,-59.4091,-74.7092,-86.2432,-93.7779,-93.0349,-78.0415,-48.1062,-12.4512,14.5329,21.577,16.1318,15.6899,18.7406,19.9238,19.4275,18.6876,23.4591,37.8425,42.982,31.9647,17.0267,6.5327,1.447,0.1346,0.5679,1.4216,2.1256,2.5217,2.6327,2.554,2.3837,2.1869,1.9951,1.8201,1.6636,
1.39,-0.0705,-0.0816,-0.0897,-0.0931,-0.09,-0.0783,-0.0564,-0.0231,0.0217,0.0795,0.159,0.293,0.576,1.24,2.7819,6.0429,11.844,19.7843,26.3075,21.6724,-2.8366,-32.1206,-43.7194,-46.4365,-54.5747,-65.3562,-71.7713,-61.9934,-30.46,6.313,28.8769,32.3314,24.1183,16.3944,13.4703,13.3476,15.2314,21.5878,35.3042,50.6124,52.7347,38.9426,21.4724,9.2391,3.2375,1.3117,1.2223,1.6566,2.0799,2.336,2.4153,2.3626,2.2337,2.0729,1.9068,1.7489,1.6036,
1.59,-0.0276,-0.035,-0.0407,-0.0441,-0.0443,-0.0404,-0.031,-0.0136,0.0166,0.0701,0.1729,0.3899,0.8814,2.0083,4.4746,9.347,17.4627,27.8979,36.4013,33.5989,12.851,-8.9139,-12.482,-10.5439,-17.2079,-31.547,-51.8327,-60.1891,-30.7192,9.4505,27.4607,26.4352,18.1533,10.8448,7.4316,7.2542,10.1135,17.5371,30.4735,44.6186,49.7696,39.6174,23.0041,10.8595,4.728,2.4372,1.9313,2.0151,2.1911,2.3008,2.313,2.2434,2.1216,1.9755,1.824,1.6778,1.5416,
1.79,0.01,0.0059,0.0027,0.0004,-0.0008,-0.0004,0.0029,0.0125,0.0362,0.0908,0.2153,0.5042,1.1864,2.7577,6.1111,12.4734,22.4792,34.043,42.2738,41.1597,28.0009,14.548,12.6864,14.0126,9.8249,-4.6605,-40.2959,-66.1044,-51.0135,-2.5802,17.617,16.219,9.9697,5.1831,3.2523,3.6383,6.2994,12.1434,21.6488,32.9715,40.1545,34.6118,21.0983,10.7993,5.4082,3.1404,2.4176,2.2745,2.2788,2.2794,2.2346,2.1435,2.0205,1.8822,1.7409,1.6045,1.4766,
1.99,0.0427,0.0415,0.0407,0.04,0.0392,0.0386,0.0394,0.0453,0.0657,0.1204,0.2554,0.5827,1.3718,3.1867,6.9796,13.9545,24.2483,34.2639,39.1291,36.9489,28.7752,20.7276,18.2562,18.7266,17.2062,7.4685,-23.8459,-51.1936,-42.8254,-1.915,11.8312,8.6648,3.8484,1.2956,0.9602,1.9275,4.0107,7.792,13.6679,20.8561,26.1951,24.074,16.1045,9.2055,5.2153,3.3384,2.6168,2.3769,2.2881,2.2242,2.1439,2.0397,1.9173,1.7863,1.6545,1.5276,1.4083,
2.19,0.0708,0.0721,0.0735,0.0746,0.0751,0.0749,0.075,0.0793,0.0968,0.1477,0.2768,0.5927,1.3503,3.0594,6.502,12.4795,20.5116,26.9783,28.6085,25.7467,20.2266,14.9976,12.3775,11.8841,11.5209,9.1609,2.411,-1.091,12.8162,23.0022,16.4925,6.5709,0.8644,-0.7339,-0.1808,1.0804,2.6852,4.9576,8.186,11.9235,14.5886,13.9831,10.5137,6.8857,4.4354,3.1451,2.577,2.3391,2.2187,2.1272,2.0321,1.925,1.8076,1.6857,1.5643,1.4474,1.3372,
2.39,0.0947,0.0982,0.1016,0.1045,0.1065,0.1074,0.1079,0.1113,0.1256,0.1681,0.2763,0.5359,1.1386,2.4421,4.9127,8.7999,13.3775,16.5161,16.7433,14.5224,11.0173,7.5053,4.9092,3.5139,3.4766,6.1694,15.3919,34.1698,51.5433,47.4186,26.5885,8.5168,0.2576,-1.4423,-0.72,0.4959,1.7549,3.1692,4.887,6.6968,7.9019,7.7747,6.437,4.7861,3.5146,2.7708,2.3974,2.209,2.0934,1.9985,1.9033,1.8012,1.6927,1.5817,1.4714,1.3651,1.2643,
2.59,0.1147,0.12,0.1252,0.1298,0.1335,0.1358,0.1371,0.1401,0.1508,0.1824,0.2615,0.4443,0.8459,1.6612,3.0961,5.1299,7.2234,8.4343,8.2162,6.7881,4.67,2.2842,-0.0638,-1.8969,-2.1394,1.7294,14.8948,41.4747,68.9336,69.7729,42.7369,15.5269,2.3514,-0.9362,-0.8031,0.0355,0.9784,1.9498,2.9421,3.8555,4.4405,4.4684,3.9918,3.3245,2.7569,2.3853,2.1682,2.0359,1.9396,1.8537,1.7663,1.6736,1.5762,1.4768,1.378,1.2822,1.191,
2.79,0.1313,0.138,0.1447,0.1509,0.1561,0.1599,0.1624,0.1652,0.1725,0.1931,0.2437,0.3554,0.5842,1.0133,1.7098,2.6118,3.4385,3.8061,3.5144,2.6434,1.3514,-0.3018,-2.2504,-4.1051,-4.8195,-1.9483,10.6732,41.7512,84.9483,102.5699,72.8037,32.7358,9.2932,1.1271,-0.4546,-0.2906,0.3272,1.0685,1.7722,2.3416,2.6987,2.797,2.6756,2.4495,2.2284,2.0601,1.9418,1.8538,1.7788,1.7058,1.6292,1.5475,1.4615,1.3736,1.2859,1.2005,1.1186,
2.99,0.1448,0.1526,0.1606,0.1681,0.1747,0.18,0.1838,0.1867,0.1915,0.2032,0.2312,0.2905,0.4039,0.599,0.8882,1.229,1.5015,1.5578,1.3151,0.7737,-0.0636,-1.2412,-2.7495,-4.3039,-5.1287,-3.1216,8.6681,43.0606,101.0755,130.2328,114.3771,60.1863,19.8979,4.0655,0.0494,-0.5307,-0.1903,0.4296,1.0412,1.5152,1.819,1.964,1.9875,1.941,1.8704,1.8006,1.7382,1.6808,1.6238,1.5634,1.4977,1.4266,1.3514,1.2743,1.1969,1.1211,1.0479,
3.19,0.1554,0.1642,0.1731,0.1817,0.1896,0.1962,0.2013,0.2049,0.2083,0.2141,0.227,0.2535,0.3015,0.3774,0.4785,0.5814,0.6379,0.5901,0.3942,0.0203,-0.5729,-1.4366,-2.5478,-3.6556,-4.1293,-2.1226,9.1605,43.9002,107.1219,267.1738,146.086,75.7763,25.0622,5.3891,0.1677,-0.7854,-0.5813,-0.0132,0.5738,1.0312,1.3352,1.5114,1.5957,1.6216,1.6151,1.5923,1.5609,1.5236,1.4803,1.4306,1.3745,1.313,1.2476,1.1801,1.1121,1.045,0.9799,
3.39,0.1637,0.1731,0.1827,0.1921,0.201,0.2088,0.2152,0.2198,0.223,0.2258,0.2303,0.2388,0.2536,0.2749,0.2978,0.3099,0.2894,0.2094,0.0409,-0.2493,-0.704,-1.3599,-2.1758,-2.9155,-3.0397,-1.1422,7.6725,33.8136,82.4423,119.832,104.0702,54.0772,18.2454,3.6795,-0.3423,-1.0881,-0.8507,-0.2866,0.2872,0.7353,1.041,1.2321,1.3423,1.3988,1.4211,1.4217,1.4078,1.3832,1.3498,1.3085,1.2606,1.2074,1.1506,1.0916,1.0319,0.9728,0.915,
3.59,0.1697,0.1795,0.1896,0.1997,0.2093,0.2182,0.2257,0.2315,0.2353,0.2374,0.2383,0.2385,0.2383,0.2364,0.229,0.2086,0.1632,0.0766,-0.0726,-0.3128,-0.6794,-1.1976,-1.8279,-2.3762,-2.4344,-1.1958,3.5697,16.1423,36.4159,49.9449,41.9569,22.2846,7.2968,0.7787,-1.1091,-1.3557,-0.9892,-0.413,0.1361,0.5602,0.8539,1.0449,1.1631,1.2317,1.2669,1.279,1.2748,1.2581,1.2317,1.1971,1.1561,1.1101,1.0606,1.0092,0.9568,0.9047,0.8535,
